Código;Cliente;Data Pedido;Data Entrega;Valor Pedido;Situação

21614;Josimare Cassiano Mangueira;2015-03-17;2015-03-27;339.41;I;

21615;Nadiane Ennette Lustosa;2010-04-19;2010-04-29;9485.24;C;

21616;Ernando Deomar Lagoas;2008-06-27;2008-07-08;9706.98;C;

21617;Cateline Erick Wulff;2010-02-01;2010-02-11;6064.83;Q;

21618;Silene Hur Boni;2014-02-01;2014-02-11;777.16;A;

21619;Moacir Calsing Laval;2011-11-09;2011-11-19;8343.49;C;

21620;Irisnaldo Loredo Molter;2014-12-06;2014-12-16;586.41;I;

21621;Jeanne F.Pinto Melha;2012-05-22;2012-06-01;4692.17;C;

21622;Valdizia Claudiomiro Tomazini;2012-01-10;2012-01-20;5587.99;A;

21623;Lusidete Saibert Kal;2010-11-17;2010-11-27;7801.49;C;

21624;Zandonaide Bernardi Heneman;2010-05-01;2010-05-11;6614.66;A;

21625;Irinalda Deivis P.Carvalho;2013-11-11;2013-11-21;2013.3;C;

21626;Evaldo Marilea Passos;2011-01-27;2011-02-07;3871.87;C;

21627;Iran Atila Gerst;2011-10-05;2011-10-15;6781.14;C;

21628;Sislei Adenilza Vasconcellos;2012-07-05;2012-07-15;1461.19;C;

21629;Eda Cleoceri Tenorio;2013-04-30;2013-05-09;7336.02;A;

21630;Dariana Jones Macedo;2012-12-29;2013-01-06;1277.65;Q;

21631;Ismail G.Oliveira Guerreiro;2015-09-03;2015-09-13;2098.87;Q;

21632;Anelore Randal Sandes;2010-10-04;2010-10-14;7569.75;A;

21633;Lucilana Faleia Gutierrez;2014-08-23;2014-09-03;7227.38;Q;

21634;Wiliam B.Dos Fabris;2012-04-02;2012-04-12;8664.38;C;

21635;Derlei Caceles Boesing;2010-04-27;2010-05-06;9996.76;C;

21636;Georgina Cledir Gallon;2011-09-04;2011-09-14;9602.79;C;

21637;Lucilvana Radael Shiromaru;2012-01-18;2012-01-28;7172.23;A;

21638;Uranice Dal'Toe Krewer;2010-07-18;2010-07-28;1167.92;Q;

21639;Erineu Acatia Berlitz;2009-07-06;2009-07-16;1410.35;A;

21640;Susiely Leonide Aguilar;2012-09-14;2012-09-24;4040.46;Q;

21641;Lazara Damiao Weissheimer;2011-06-04;2011-06-14;4304.28;A;

21642;Gildacio Almiro Vrielink;2013-12-07;2013-12-17;3668.56;Q;

21643;Rosalino Marilene Jaguszeski;2013-06-06;2013-06-16;283.76;A;

21644;Soleandra Solon Lustosa;2011-10-05;2011-10-15;2358.05;A;

21645;Arielle Pinho Soledade;2009-08-06;2009-08-16;7424.14;C;

21646;Volnei Marise Kuster;2009-01-07;2009-01-17;6706.21;I;

21647;Hoberlan Benfica Cruzeiro;2011-04-20;2011-04-30;1409.35;I;

21648;Adilea Enedir D.Coimbra;2015-09-29;2015-10-08;1154.55;Q;

21649;Cristiani Augenio Salla;2008-08-23;2008-09-03;9390.42;C;

21650;Jany Cleoceri Krummenauer;2010-04-12;2010-04-22;9430.95;C;

21651;Leorides Ermilo Dattein;2016-05-26;2016-06-05;6587.47;I;

21652;Almindo Walquiria Rupollo;2011-03-18;2011-03-28;8316.68;Q;

21653;Iderlan S.Martins Cafe;2010-07-10;2010-07-20;219.61;A;

21654;Lindomeire F.da Benigno;2009-06-17;2009-06-27;6612.95;I;

21655;Cleversom Weligton Warken;2014-11-23;2014-12-06;4139.0;A;

21656;Agilson Gessi Romansin;2013-12-31;2014-01-10;7320.75;Q;

21657;Wilhas E. Alencar;2009-02-04;2009-02-14;5417.59;I;

21658;Walmir Vanderli Rypl;2013-09-13;2013-09-23;4019.03;C;

21659;Eval Altairas Molin;2010-09-22;2010-10-01;5404.44;A;

21660;Elizane Valdoir Washburger;2014-10-12;2014-10-22;4558.71;I;

21661;Euclides Moller Leseux;2012-02-28;2012-03-08;8169.64;Q;

21662;Dernileia Geocking Fiorin;2009-05-31;2009-06-10;7405.75;A;

21663;Adolfo Tigre Slva;2009-02-24;2009-03-05;114.93;I;

21664;Ledinei Maximo Rigol;2015-02-26;2015-03-07;9350.3;Q;

21665;Gloria Valadares Carraro;2015-12-21;2015-12-29;849.16;C;

21666;Iverlon Possenatto Ibias;2010-07-07;2010-07-17;2587.11;Q;

21667;Neuranizia Flaviana Biedermann;2015-11-18;2015-11-28;1394.72;Q;

21668;Dalmar Lorival Gutierrez;2009-10-19;2009-10-29;6625.74;I;

21669;Valdeneide Bortholo Schuler;2016-04-21;2016-04-30;1497.33;A;

21670;Zila Tacilia Rischter;2015-12-31;2016-01-10;896.59;Q;

21671;Izete Cesero Fagherazzi;2015-03-18;2015-03-28;3748.43;Q;

21672;Oliver Irala Michel;2014-06-01;2014-06-11;370.11;C;

21673;Cassiani Coelho Hunsche;2012-01-17;2012-01-27;4435.73;Q;

21674;Julimarcia F. S. de Maneses;2014-05-18;2014-05-28;8617.24;Q;

21675;Ismaik Ronaldo Washburger;2011-09-22;2011-10-01;2934.46;A;

21676;Josnildo Ermilo Mazzuchelo;2009-03-06;2009-03-16;2117.31;Q;

21677;Deraldino Gambardella Soine;2010-08-16;2010-08-26;2295.21;C;

21678;Jovilene Kaller Cantuaria;2013-06-07;2013-06-17;9200.84;I;

21679;Isolde Fernanda Dessbesell;2013-10-24;2013-11-03;7759.21;I;

21680;Nilce Enderle Castioni;2012-06-26;2012-07-07;1404.72;I;

21681;Odenir Schweig Tressoldi;2014-10-02;2014-10-12;3303.82;I;

21682;Rita Leomar Vaz;2014-01-28;2014-02-08;3369.61;Q;

21683;Cleiane Pinho Voginski;2010-03-05;2010-03-15;9767.88;Q;

21684;Jovenice Ramos Hiuma;2014-09-06;2014-09-16;7545.63;A;

21685;Risomar Bronilda da Costa;2008-09-26;2008-10-05;7880.6;Q;

21686;Silvandra Rafaela Weiss;2011-02-21;2011-03-02;6227.87;A;

21687;Romildo Mazzini Silva;2009-09-16;2009-09-26;4891.5;C;

21688;Eneas Adelir Guerras;2012-02-22;2012-03-02;2645.97;Q;

21689;Gilmaicon Jappe Schumann;2014-02-23;2014-03-04;2684.41;I;

21690;Valdetar G. de Volkweis;2013-10-11;2013-10-21;5402.2;Q;

21691;Anatercia Elena Pastorini;2014-09-30;2014-10-10;4162.5;A;

21692;Erlon Dari Machi;2012-07-31;2012-08-10;5342.87;C;

21693;Mercione Stein Fiori;2015-04-21;2015-04-30;8563.68;I;

21694;Osmar Jaiane Grohe;2011-10-30;2011-11-09;1515.28;I;

21695;Venilde Odete Fao;2013-09-28;2013-10-07;3391.75;A;

21696;Casemira Gilcelmara Dreyer;2009-04-12;2009-04-22;5143.44;C;

21697;Jocimaria Rubenilson Mineiro;2010-12-29;2011-01-05;6245.67;C;

21698;Bartira S.Araujo Moura;2012-05-15;2012-05-25;1668.48;I;

21699;Maiana Portal Lau;2013-03-13;2013-03-23;8973.79;Q;

21700;Deillon B. Duarte Lavigne;2008-12-27;2009-01-04;8911.48;Q;

21701;Aron Bispo Sehn;2008-09-14;2008-09-24;7592.8;Q;

21702;Lucimario Jocimar Turcatti;2013-09-30;2013-10-10;5147.79;Q;

21703;Joelia Pospich Alberto;2013-10-26;2013-11-05;1514.66;C;

21704;Elizabete Schlowin Inglsdorf;2015-01-23;2015-02-03;3827.15;C;

21705;Ruicalan Cassiane Manica;2012-08-04;2012-08-14;8049.2;C;

21706;Queli Liliane Lemes;2013-09-18;2013-09-28;9511.93;A;

21707;Luzia Inacio Ceo;2009-03-09;2009-03-19;435.0;Q;

21708;Ataice Friedrich Purificacao;2013-06-03;2013-06-13;2504.81;I;

21709;Jeancarlos Palmeira Hack;2014-09-21;2014-09-30;5814.8;C;

21710;Janecleyde Sadir Castione;2012-06-11;2012-06-21;1899.21;C;

21711;Jonadabe Cristo Mylius;2009-11-26;2009-12-08;8715.47;A;

21712;Eligleice Mariza Dalmas;2014-11-18;2014-11-28;8711.41;C;

21713;Jaci Isamar Strasser;2012-08-13;2012-08-23;7378.64;I;

21714;Rejania Damascena Giordano;2009-08-03;2009-08-13;5173.32;A;

21715;Rosino Marlei Bocorny;2011-05-29;2011-06-08;2105.34;C;

21716;Carlota Brizola Faleiro;2012-08-19;2012-08-29;6051.24;Q;

21717;Naida Bomfin Rozado;2009-07-26;2009-08-04;3634.62;A;

21718;Sirleidy Hall Feilstricker;2011-04-02;2011-04-12;4996.43;Q;

21719;Joalle Camilo Monticceli;2009-01-30;2009-02-09;1997.27;I;

21720;Joenilton Belarmino Camboim;2014-05-12;2014-05-22;3523.57;Q;

21721;Vilian Cornelia Braga;2015-10-16;2015-10-26;7979.31;C;

21722;Nilzete Colares Tormes;2014-06-15;2014-06-25;5547.23;I;

21723;Adiomar Quartieiro Kuball;2012-08-23;2012-09-03;1969.61;C;

21724;Dariana Kozikoski Kuntz;2013-10-10;2013-10-20;62.01;A;

21725;Vagno Elisangela Friedrich;2011-03-20;2011-03-30;2401.87;C;

21726;Reinaldo Gouveia Fortes;2015-12-31;2016-01-10;7130.19;Q;

21727;India Max Schilling;2012-04-08;2012-04-18;5503.54;C;

21728;Eda Cleoceri Tenorio;2015-02-27;2015-03-08;682.4;A;

21729;Jornaldo Seleni Turcatti;2014-08-29;2014-09-09;286.73;I;

21730;Agenilza Portugual Buffon;2015-12-03;2015-12-13;1909.25;Q;

21731;Edimario Florentino Calsing;2014-05-21;2014-05-31;1029.79;Q;

21732;Gerlandio Griebeler Rizzi;2008-09-06;2008-09-16;9878.0;C;

21733;Helvio Birk Rossi;2009-01-12;2009-01-22;4349.63;Q;

21734;Esdras Vilson Saletti;2009-04-23;2009-05-02;9263.87;Q;

21735;Gideraldo Eber Blauth;2010-09-21;2010-09-30;5221.87;Q;

21736;Ejeane Souza Neutzling;2013-03-28;2013-04-08;1354.02;I;

21737;Edimon Albino Gonchoroski;2009-02-18;2009-02-28;2882.54;C;

21738;Nicio Odenir Dahmer;2013-04-18;2013-04-28;203.87;I;

21739;Dorilene Vicentina Meireles;2011-07-06;2011-07-16;51.45;I;

21740;Alzamira Celestina Flor;2009-10-22;2009-11-01;3696.4;I;

21741;Cleofas Leonor Castro;2015-01-25;2015-02-05;8117.08;C;

21742;Nosman Grasilhano Chalmerens;2010-07-07;2010-07-17;3607.97;I;

21743;Valduires Frohlich Norberto;2013-05-03;2013-05-13;1358.38;Q;

21744;Marilanze Morastica Tres;2012-06-18;2012-06-28;64.06;I;

21745;Nilsangela Quaresma Bonifacio;2013-12-16;2013-12-26;576.52;Q;

21746;Ademiro Geovana Decker;2013-05-31;2013-06-10;6257.85;A;

21747;Celeni Elvis Movius;2013-01-16;2013-01-26;1395.12;A;

21748;Ueliton Darlan Rost;2010-01-03;2010-01-13;2199.3;I;

21749;Deozimar Istela Diefenthaler;2016-01-30;2016-02-09;6501.71;I;

21750;Alice Regivaldo Ignacio;2014-01-24;2014-02-04;5379.02;Q;

21751;Luciene Leandra Konzen;2008-11-22;2008-12-05;8657.01;A;

21752;Joabes Renani Gottfried;2011-07-17;2011-07-27;4225.98;I;

21753;Creuza Micheline S.Pens;2014-04-15;2014-04-25;7205.71;I;

21754;Vilma Rosmari Davies;2011-06-24;2011-07-05;944.4;Q;

21755;Jaira Eich Wulff;2013-03-23;2013-04-03;8963.49;Q;

21756;Loivani Lidiane Trein;2015-08-11;2015-08-21;9984.66;A;

21757;Clediomar Narlo Epifanio;2012-05-09;2012-05-19;2278.97;I;

21758;Aladir Sales Welter;2013-07-17;2013-07-27;7008.2;A;

21759;Marines Cassol Hubner;2010-07-26;2010-08-04;4499.55;Q;

21760;Leisson Henzel Trisch;2012-01-19;2012-01-30;8325.92;C;

21761;Alcenir Alveri Jose;2013-05-17;2013-05-27;1422.18;C;

19984;Elinaide Aresi Priano;2011-07-03;2011-07-13;1454.78;C;

19985;Eloiza Egon Calegari;2014-04-17;2014-04-27;2383.82;I;

19986;Gilcimar Paintinger Peixoto;2012-08-26;2012-09-06;165.43;Q;

19987;Neildes Danete Sancigollo;2010-08-07;2010-08-17;1164.07;C;

19988;Clarisse Lila R.Tadday;2012-03-12;2012-03-22;3938.34;Q;

19989;Clarisnilton Emanuely Noscoski;2009-11-20;2009-12-02;66.43;I;

19990;Elen Amalia Nobre;2009-09-25;2009-10-04;262.19;Q;

19991;Lucr¿cia Borth Hiuma;2011-08-10;2011-08-20;5367.19;C;

19992;Ronielson Saiaonara Sebastiany;2014-09-12;2014-09-22;2146.79;C;

19993;Carleone Helenara Arnaldo;2009-11-03;2009-11-13;9737.64;C;

19994;Senilda Nere Arend;2010-09-18;2010-09-28;1752.7;Q;

19995;Glivia M Pontes;2014-08-20;2014-08-30;8594.4;A;

19996;Helaine Marmett Rossi;2012-01-09;2012-01-19;3345.65;I;

19997;Carmen Antich Ferrer;2014-05-18;2014-05-28;3577.63;A;

19998;Giselda do Matos;2011-10-21;2011-10-31;8545.83;A;

12601;Lutero Feck Fogaca;2011-02-25;2011-03-06;688.44;C;

12602;Mauricio Knecht Torres;2015-04-04;2015-04-14;3656.85;I;

12603;Thierre O. dos Morera;2008-10-20;2008-10-30;963.66;A;

12604;Saiaque Vieira Silva;2011-03-04;2011-03-14;6966.08;I;

12605;Aldilina O.Silva Bach;2008-11-22;2008-12-05;6198.87;A;

12606;Izaquiel Mara Voges;2013-05-09;2013-05-19;1113.46;C;

12607;Elineia Ramos Bartelle;2009-11-25;2009-12-07;8444.18;I;

12608;Nero Normelia Sepulvida;2011-11-03;2011-11-13;5961.05;A;

12609;Laecio Pazuch Sepulvida;2010-11-27;2010-12-10;9763.58;C;

12610;Wlanne Vergilio Jagelski;2014-03-10;2014-03-20;1325.04;I;

12611;Brigida Backes Rossatto;2013-12-31;2014-01-10;6261.8;A;

12612;Rogele Cintia Constantino;2010-04-09;2010-04-19;1366.1;I;

12613;Josefino Elielson Feitoza;2008-07-12;2008-07-22;4033.65;I;

12614;Florinan Janeli Cabreira;2009-08-03;2009-08-13;8691.06;C;

12615;Gean Ursula Fe;2009-06-28;2009-07-09;5134.35;C;

12616;Aleferson Iarai Kappel;2011-02-15;2011-02-25;9426.35;C;

12617;Zildete Obalski Miguez;2013-07-07;2013-07-17;9357.29;A;

12618;Deyvide Nolasco Conti;2014-03-10;2014-03-20;2806.79;A;

12619;Itelmo Socolhoski Berlesi;2014-11-07;2014-11-17;900.37;Q;

12620;Cilene Strelow Linden;2014-04-29;2014-05-08;5079.64;I;

12621;Rozania Teodoria Domingos;2015-03-04;2015-03-14;8901.73;I;

12622;Alaercio Banaseski Bastos;2015-07-28;2015-08-06;8888.95;Q;

12623;Andirson Eloir Sepulvida;2015-01-10;2015-01-20;9611.79;Q;

12624;Eurides Fabiniano% Barbosa;2009-12-03;2009-12-13;5408.64;A;

12625;Niala Beulque Binello;2009-03-17;2009-03-27;6851.89;Q;

12626;Jocenando Engel Piacheski;2011-12-20;2011-12-29;3012.68;Q;

12627;Equidio Lenilda Marciniak;2015-07-21;2015-07-31;485.71;C;

12628;Jabes C. Jesus Cigognini;2014-06-18;2014-06-28;8739.51;I;

12629;Juscelaine Delicardencio Desouza;2012-06-17;2012-06-27;623.28;C;

12630;Arcildo Bujes Gazzola;2011-06-16;2011-06-26;9668.86;Q;

12631;Jerffson Marlei Kroning;2013-04-11;2013-04-21;187.01;C;

12632;Gilmaicon Jappe Schumann;2010-10-20;2010-10-30;2332.08;I;

12633;Wanderley Ilone Molinario;2015-02-24;2015-03-05;1145.67;A;

12634;Andsnayd Inocente Kotowski;2016-03-27;2016-04-07;9094.92;Q;

12635;Felipe Antonia Dalmas;2015-03-28;2015-04-08;7405.67;C;

12636;Alvanir Cardozo Ott;2009-09-24;2009-10-03;2561.88;I;

12637;Ewelin Leticia Assmann;2013-02-13;2013-02-23;4301.36;I;

12638;Geny Harter Reinheimer;2015-09-03;2015-09-13;471.72;A;

12639;Jeana R. M. Bruinsmann;2009-12-10;2009-12-20;1498.33;A;

12640;Eliana Passamani Breyer;2009-09-13;2009-09-23;8211.43;Q;

12641;Arnande Darciel Strazburger;2015-09-18;2015-09-28;5611.74;Q;

12642;Noranei Roldao Kolet;2013-10-20;2013-10-30;6242.51;Q;

12643;Danival Cirando Binsfeld;2013-01-21;2013-02-01;6730.46;C;

12644;Zemario Anelise Sacomori;2009-10-04;2009-10-14;2076.07;I;

12645;Jocimar Ferdinando Gonchoroski;2013-12-06;2013-12-16;3915.2;A;

12646;Huadson Genilda Muchiski;2013-02-01;2013-02-11;4904.29;Q;

12647;Ednaldo Foss Miler;2008-07-26;2008-08-04;37.28;A;

12648;Celsi Roselane Leitzke;2015-03-03;2015-03-13;8058.68;C;

12649;Elisandreia Cseke Diogo;2010-01-07;2010-01-17;3857.62;I;

12650;Zezito Franciano Hirt;2010-04-26;2010-05-05;823.39;Q;

12651;Catiane Geovania Belmonte;2010-03-25;2010-04-05;7181.06;I;

12652;Isabella Caceres R.Martins;2015-01-10;2015-01-20;1576.09;Q;

12653;Willian Altamir Barcelos;2014-02-24;2014-03-05;3077.8;Q;

12654;Rosalva Cardoso Apollo;2014-05-22;2014-06-01;2489.05;A;

14561;Rubinson Filomeno Tomazi;2012-02-21;2012-03-01;8317.63;C;

11323;Franckyn Morales Pens;2013-10-16;2013-10-26;7530.33;Q;

11324;Jusivaldo O.Melo Gering;2013-12-13;2013-12-23;6659.53;C;

11325;Elisaura Walber Altmann;2009-08-15;2009-08-25;1439.37;A;

11326;Liviane Germano Gamarra;2011-05-29;2011-06-08;5706.58;A;

11327;Angelico Fergutz Piovesano;2010-08-12;2010-08-22;6812.15;I;

11328;Vercelino Corvelo Orth;2012-12-11;2012-12-21;783.32;Q;

11329;Gilelson do Paes;2015-03-20;2015-03-30;8621.19;Q;

11330;Marconis Marinho Ourique;2009-08-26;2009-09-06;8283.13;C;

11331;Ereni Marconi Thomas;2015-11-19;2015-12-02;910.25;Q;

11332;Demilson Diassis Roz;2009-07-15;2009-07-25;420.96;C;

11333;Liandra Steill Bruinsmann;2010-12-29;2011-01-07;3668.47;C;

11334;Rufino Rosicleia Kossmann;2010-05-25;2010-06-04;3917.98;A;

11335;Joseigo Fermino Vostal;2012-04-04;2012-04-14;8325.02;C;

11336;Aurilo Gregorio Mylius;2013-08-19;2013-08-29;9152.79;A;

11337;Merencia Susimeire Nazareth;2013-08-15;2013-08-25;6622.68;C;

11338;Ojalson Romildo Schrader;2013-02-24;2013-03-05;7638.77;Q;

11339;Girlai Claudio Gayger;2008-08-26;2008-09-06;4970.02;C;

11340;Moabe C.F.Henker Bruxel;2014-09-12;2014-09-22;9039.3;I;

11341;Idnaldo P. da Leidens;2009-02-15;2009-02-25;7620.83;C;

11342;Cidiclei Eraci Q.Dalpiaz;2015-12-05;2015-12-15;7145.71;I;

11343;Gione Carmelia Antonielli;2010-05-04;2010-05-14;2817.94;Q;

11344;Sirlande Claudir Matos;2014-12-08;2014-12-18;3794.23;A;

11345;Talcio Romano Kehl;2010-05-02;2010-05-12;9639.07;C;

11346;Dorilene Marluce Henkel;2014-04-28;2014-05-07;3468.32;C;

11347;Dalvino Roselene Sarturi;2014-01-26;2014-02-06;710.51;I;

11348;Neis Dionisia Bilibiu;2009-07-04;2009-07-14;3826.07;C;

11349;Ilinir Otto Galberto;2014-01-28;2014-02-08;7656.76;I;

11350;Erivaldo Cesero J¿nior;2010-02-03;2010-02-13;316.6;C;

11351;Donatan Elenir Henrich;2014-06-27;2014-07-08;3691.08;Q;

11352;Regio Nicolau Guarezi;2016-03-20;2016-03-31;2158.91;Q;

11353;Edinei Gracioli Gracioli;2011-03-13;2011-03-23;8494.64;C;

11354;Isaac Celeste Horbach;2009-03-21;2009-04-01;9852.4;I;

11355;Clediomar Narlo Epifanio;2011-07-08;2011-07-18;7795.21;I;

11356;Elba Gobira Sperb;2009-05-17;2009-05-27;535.28;Q;

11357;Soline Marivanda Aguiar;2012-07-28;2012-08-06;3113.25;C;

11358;Yara Aureo Carniel;2014-09-03;2014-09-13;9364.03;A;

11359;Eder V.Valcanover Sacomori;2012-08-18;2012-08-28;5074.68;C;

11360;Adavilson Acenco Leseux;2016-01-01;2016-01-11;9082.91;A;

11361;Uanderson Nilda Rannow;2008-11-16;2008-11-26;9771.46;A;

11362;Dalva Abel Bacelar;2009-11-29;2009-12-11;9111.68;Q;

11363;Niza Jussara Marta;2014-04-25;2014-05-04;6022.7;C;

11364;Crenaldo Justine Karloh;2015-04-15;2015-04-25;9900.98;A;

11365;Wendell Brecher Karnopp;2014-12-31;2015-01-10;649.44;A;

11366;Catia Damazio Peter;2012-07-21;2012-07-30;402.09;C;

11367;Orion Hominn Conrad;2010-04-11;2010-04-21;3068.99;Q;

11368;Alexinaldo Vilanova Fidencio;2012-12-23;2012-12-31;1527.96;A;

11369;Romires Leia Fagondes;2010-04-04;2010-04-14;7666.05;Q;

11370;Vercedino Adilson Limas;2013-07-17;2013-07-27;3029.71;A;

11371;Elciria Zonta Scariot;2013-03-27;2013-04-07;2897.91;I;

11372;Rivan Queiroz Leidemer;2009-10-14;2009-10-24;8434.22;C;

11373;Jeovany P. Silva Cunha;2013-02-28;2013-03-09;4327.77;Q;

11374;Uesley Markus Tiecher;2014-09-20;2014-09-30;4384.03;C;

11375;Mirivaldo Diehl Freese;2011-03-11;2011-03-21;6862.03;I;

11376;Saade F. Juenemann;2011-02-03;2011-02-13;2129.13;C;

11377;Sisnando Isamar Molina;2014-08-03;2014-08-13;1786.95;I;

11378;Osman Suzana Dettenborn;2016-05-04;2016-05-14;8230.83;Q;

11379;Deivison Poliana Pons;2009-05-12;2009-05-22;486.61;C;

11380;Deisi Waldenir Coqueiro;2012-08-13;2012-08-23;9086.13;Q;

11381;Demetrio Vilela Boesing;2013-10-12;2013-10-22;6013.19;A;

11382;Evailson Marco Caldeira;2014-07-29;2014-08-07;504.23;A;

11383;Laudineia Goes Barreiros;2009-04-05;2009-04-15;2932.23;A;

11384;Josimare Cassiano Mangueira;2012-01-16;2012-01-26;7116.83;I;

11385;Rosemere Faria Ferrao;2011-01-11;2011-01-21;8136.53;A;

11386;Rogelio Susimeire Knevitz;2015-01-08;2015-01-18;8695.46;I;

11387;Valfrides Justine Cascalho;2016-03-07;2016-03-17;946.24;A;

11388;Gilbertina Rochelli Fiore;2014-01-08;2014-01-18;6771.72;A;

11389;Adelita Schaitt Sonza;2012-07-10;2012-07-20;3283.01;Q;

11390;Mirylla Saran Callage;2014-04-22;2014-05-01;3400.7;Q;

11391;Valterubens Negreiros Rosario;2014-09-21;2014-09-30;8236.7;I;

11392;Adilario Humberto Mangabeira;2011-10-27;2011-11-06;6395.13;A;

11393;Renilde Virginia Amor;2015-05-12;2015-05-22;6751.45;A;

11394;Clernivaldo Roth Saul;2011-09-07;2011-09-17;993.72;A;

11395;Gilvio Zeppenfeld Suss;2009-04-03;2009-04-13;8941.27;Q;

11396;Isnangio Alvicio Watte;2009-06-04;2009-06-14;8260.27;Q;

11397;Nero Mailene Kielling;2014-08-19;2014-08-29;7537.8;C;

11398;Solinadja Rubens M.Osorio;2014-01-04;2014-01-14;5876.93;C;

11798;Vitorio Poeta Goudinho;2012-01-05;2012-01-15;5312.2;Q;

11799;Claudia Enedir Kortz;2010-12-13;2010-12-23;7306.12;A;

11800;Irisnaldo Maier Dallarosa;2009-07-13;2009-07-23;6488.03;C;

11801;Luceia Ercio Sarao;2014-08-04;2014-08-14;3598.42;Q;

11802;Miguel Cassiano Valadares;2013-07-22;2013-07-31;2261.29;A;

11803;Aurineis Brito Ripel;2010-12-21;2010-12-29;1985.53;Q;

11804;Silvanete Nilmar Flesch;2014-12-16;2014-12-26;4690.64;Q;

11805;Cleberson Benigno Engers;2011-08-04;2011-08-14;554.11;C;

11806;Eglida Corvelo Krul;2013-12-07;2013-12-17;4278.04;A;

11807;Josilene Neori Ornes;2012-09-09;2012-09-19;282.59;I;

11808;Alvani Autenaldo Botene;2011-06-22;2011-07-03;8084.24;A;

11809;Silvania Nelsi Harenhardt;2010-05-25;2010-06-04;8271.81;C;

11810;Natalicio Isolan Perini;2015-04-03;2015-04-13;9611.41;A;

11811;Wagnervalter Irineo Feijo;2011-07-27;2011-08-05;9116.44;C;

11812;Elisson Helio Prudente;2013-03-12;2013-03-22;9858.26;I;

11813;Leonilde Schwale Matana;2016-02-02;2016-02-12;7996.92;I;

11814;Adevanio Armesto Lara;2013-07-31;2013-08-09;6200.74;I;

11815;Vagna Camargo Selau;2015-06-14;2015-06-24;7908.99;A;

11816;Suede Narde Bauer;2008-09-16;2008-09-26;7808.14;Q;

11817;Vouniglei Prata Mello;2012-04-29;2012-05-08;6958.94;C;

11818;Gilsonberg Roseleine Ferandes;2014-12-10;2014-12-20;6673.7;A;

11819;Aron Celestino Trindade;2016-03-23;2016-04-03;3922.45;I;

11820;Eugenio Irineia Lazzari;2011-06-21;2011-07-02;3792.79;I;

11821;Renicio Cirando Kirsch;2008-08-02;2008-08-12;1306.69;Q;

11822;Dalvino Jaelson Froelich;2011-11-05;2011-11-15;7913.09;I;

11823;Anicleide Marinei Barbosa;2010-09-07;2010-09-17;4418.51;C;

11824;Rizia Malikovski Camboim;2015-06-29;2015-07-10;4013.42;C;

11825;Herline Capuchino Machi;2015-05-03;2015-05-13;1840.19;I;

11826;Gilmar Issler Schimmelpfenig;2012-09-24;2012-10-03;6695.49;Q;

11827;Alessandra Dick Kern;2009-10-11;2009-10-21;1866.57;A;

11828;Susiely Leonide Aguilar;2008-08-04;2008-08-14;261.96;I;

11829;Everlandio Herberto Bonadiman;2010-11-05;2010-11-15;2175.23;A;

11830;Giovanne Claudiomiro Mafalda;2015-04-22;2015-05-01;9425.25;A;

11831;Thalita Ochoa Lyrio;2015-06-03;2015-06-13;8264.98;A;

11832;Fabr¿cio Rohers Dombroski;2009-05-09;2009-05-19;1830.25;A;

11833;Srael Limberger Sousa;2009-09-18;2009-09-28;2737.89;A;

11834;Elisangela Eloir Kavietz;2014-12-05;2014-12-15;1072.66;Q;

11835;Evaldina Vanderlei Cotrim;2011-10-06;2011-10-16;704.82;C;

11836;Danival Emilio Smith;2008-07-19;2008-07-29;1048.34;C;

11837;C¿tia F.Barbosa Griza;2010-12-29;2011-01-08;7200.27;A;

11838;Luvanor Nairo Gusmao;2009-09-27;2009-10-06;7389.42;I;

11839;Ederlei Pinho Jacques;2011-09-05;2011-09-15;6221.77;Q;

11840;Gilecio Neurice Gimenez;2015-10-10;2015-10-20;6968.27;A;

11841;Gildacio Neves Arrieche;2014-11-22;2014-12-05;558.65;Q;

11842;Dilsomar S.Lopes Schragle;2010-08-28;2010-09-08;5889.16;C;

11843;Judith Nereu Magri;2009-05-16;2009-05-26;3142.27;I;

11844;Normelio Espirito Lehmann;2015-09-01;2015-09-11;1398.62;Q;

11845;Ultimar Paul Medrado;2013-04-21;2013-04-30;4438.44;A;

11846;Srael Limberger Sousa;2011-10-04;2011-10-14;4305.12;A;

11847;Atenildo Lucir Elicker;2013-02-26;2013-03-07;4560.59;A;

11848;Luzinaria Cangussu Albarello;2010-12-24;2010-12-31;7942.65;C;

11849;Ivanaclaudia Pospich Henriques;2014-10-05;2014-10-15;5615.97;C;

